5.37E+06	1.86164
5.37E+06	1.84381
5.38E+06	1.63029
5.38E+06	1.55488
5.39E+06	1.33816
5.40E+06	1.20317
5.41E+06	1.13398
5.42E+06	1.09871
5.43E+06	1.07009
5.44E+06	1.0603
5.46E+06	1.01656
5.50E+06	0.990583
5.55E+06	0.972971
5.55E+06	0.981551
5.60E+06	0.958873
5.65E+06	0.941957
5.70E+06	0.920082
5.80E+06	0.90985
5.90E+06	0.885366
6.00E+06	0.875358
6.05E+06	0.872721
6.05E+06	0.876008
6.13E+06	0.890781
6.16E+06	0.914122
6.17E+06	0.938815
6.18E+06	0.947699
6.20E+06	0.980957
6.21E+06	1.02375
6.22E+06	1.03898
6.23E+06	1.0856
6.25E+06	1.23861
6.29E+06	2.10508
6.30E+06	2.37984
6.30E+06	2.26267
6.31E+06	2.01117
6.32E+06	1.5975
6.33E+06	1.36885
6.34E+06	1.19356
6.35E+06	1.14712
6.36E+06	1.22275
6.37E+06	1.06646
6.39E+06	0.889771
6.40E+06	0.872543
6.41E+06	0.84742
6.42E+06	0.825746
6.43E+06	0.841201
6.44E+06	0.827825
6.45E+06	0.833636
6.47E+06	0.828118
6.49E+06	0.830296
6.51E+06	0.804256
6.54E+06	0.705625
6.56E+06	0.611318
6.57E+06	0.530651
6.58E+06	0.50154
6.59E+06	0.505045
6.60E+06	0.514159
6.62E+06	0.576777
6.64E+06	0.592395
6.66E+06	0.718796
6.66E+06	0.735861
6.67E+06	0.682291
6.67E+06	0.670219
6.68E+06	0.66139
6.70E+06	0.65555
6.75E+06	0.649996
6.81E+06	0.645747
6.92E+06	0.606042
7.00E+06	0.573643
7.05E+06	0.572617
7.10E+06	0.569164
7.14E+06	0.582822
7.18E+06	0.602642
7.20E+06	0.639842
7.22E+06	0.672078
7.23E+06	0.676406
7.25E+06	0.746814
7.27E+06	0.822803
7.28E+06	0.884237
7.34E+06	1.3322
7.35E+06	1.42918
7.36E+06	1.42252
7.37E+06	1.46356
7.40E+06	1.4128
7.42E+06	1.39798
7.47E+06	1.37142
7.53E+06	1.37807
7.54E+06	1.36343
7.55E+06	1.35516
7.62E+06	1.32635
7.65E+06	1.33681
7.66E+06	1.37226
7.67E+06	1.39076
7.68E+06	1.41515
7.70E+06	1.52479
7.70E+06	1.53055
7.73E+06	1.79877
7.75E+06	1.98611
7.77E+06	1.84315
7.79E+06	1.68349
7.81E+06	1.58094
7.82E+06	1.58209
7.86E+06	1.52175
7.89E+06	1.49079
7.89E+06	1.47518
7.90E+06	1.47152
7.93E+06	1.43178
7.94E+06	1.41002
8.00E+06	1.35098
8.01E+06	1.35377
8.01E+06	1.30652
8.01E+06	1.3334
8.04E+06	1.29761
8.05E+06	1.33035
8.08E+06	1.32224
8.08E+06	1.31532
8.10E+06	1.31839
8.10E+06	1.33054
8.11E+06	1.31819
8.11E+06	1.30019
8.12E+06	1.28185
8.13E+06	1.2481
8.14E+06	1.23286
8.16E+06	1.1557
8.17E+06	1.11587
8.20E+06	0.972568
8.21E+06	0.948447
8.24E+06	0.920017
8.30E+06	0.858589
8.30E+06	0.855902
8.32E+06	0.849624
8.33E+06	0.836259
8.40E+06	0.796851
8.43E+06	0.799589
8.45E+06	0.784839
8.45E+06	0.771753
8.48E+06	0.776015
8.50E+06	0.755975
8.50E+06	0.750345
8.52E+06	0.757093
8.55E+06	0.73948
8.60E+06	0.755596
8.61E+06	0.756314
8.68E+06	0.746927
8.70E+06	0.745065
8.71E+06	0.737236
8.75E+06	0.718212
8.77E+06	0.716073
8.80E+06	0.706827
8.83E+06	0.688984
8.85E+06	0.67724
8.89E+06	0.66827
8.92E+06	0.638292
8.94E+06	0.63768
9.00E+06	0.630901
9.01E+06	0.644164
9.02E+06	0.64259
9.03E+06	0.65065
9.05E+06	0.653813
9.05E+06	0.669081
9.07E+06	0.668498
9.08E+06	0.685598
9.15E+06	0.723364
9.16E+06	0.736709
9.21E+06	0.732676
9.25E+06	0.724834
9.25E+06	0.733173
9.30E+06	0.716961
9.36E+06	0.699584
9.40E+06	0.68141
9.45E+06	0.671512
9.50E+06	0.669317
9.52E+06	0.669717
9.55E+06	0.66456
9.56E+06	0.668421
9.60E+06	0.671503
9.63E+06	0.680201
9.64E+06	0.687432
9.68E+06	0.684445
9.69E+06	0.68303
9.70E+06	0.685384
9.73E+06	0.670388
9.74E+06	0.676178
9.75E+06	0.669666
9.80E+06	0.684501
9.82E+06	0.683794
9.83E+06	0.686268
9.90E+06	0.671828
9.92E+06	0.674062
9.92E+06	0.667665
1.00E+07	0.65676
1.01E+07	0.643255
1.01E+07	0.637065
1.02E+07	0.642052
1.03E+07	0.628653
1.04E+07	0.635962
1.04E+07	0.643332
1.05E+07	0.665999
1.05E+07	0.671227
1.05E+07	0.678484
1.05E+07	0.678325
1.05E+07	0.688032
1.06E+07	0.684441
1.06E+07	0.693962
1.06E+07	0.708903
1.07E+07	0.731856
1.07E+07	0.733289
1.08E+07	0.765086
1.08E+07	0.790068
1.08E+07	0.808777
1.09E+07	0.847187
1.09E+07	0.859841
1.10E+07	0.832491
1.10E+07	0.826794
1.11E+07	0.837041
1.11E+07	0.833616
1.11E+07	0.838629
1.12E+07	0.856341
1.12E+07	0.846849
1.13E+07	0.841856
1.14E+07	0.841048
1.15E+07	0.832149
1.16E+07	0.818935
1.17E+07	0.805201
1.18E+07	0.819511
1.18E+07	0.815546
1.18E+07	0.823886
1.19E+07	0.853394
1.19E+07	0.870513
1.19E+07	0.866744
1.19E+07	0.878177
1.20E+07	0.864782
1.21E+07	0.874794
1.21E+07	0.878026
1.21E+07	0.874754
1.21E+07	0.875227
1.22E+07	0.836447
1.22E+07	0.828073
1.23E+07	0.823962
1.23E+07	0.810756
1.24E+07	0.800518
1.26E+07	0.826769
1.26E+07	0.829709
1.27E+07	0.846857
1.27E+07	0.849016
1.28E+07	0.866014
1.29E+07	0.878443
1.30E+07	0.902281
1.31E+07	0.895411
1.31E+07	0.894188
1.33E+07	0.883374
1.33E+07	0.873063
1.33E+07	0.874094
1.35E+07	0.863713
1.35E+07	0.868563
1.36E+07	0.867949
1.36E+07	0.868001
1.36E+07	0.854284
1.38E+07	0.839755
1.38E+07	0.819062
1.40E+07	0.800562
1.40E+07	0.778615
1.41E+07	0.785483
1.42E+07	0.791964
1.43E+07	0.798189
1.44E+07	0.790671
1.44E+07	0.786417
1.45E+07	0.803048
1.46E+07	0.816893
1.46E+07	0.817331
1.47E+07	0.843069
1.47E+07	0.857587
1.48E+07	0.862138
1.48E+07	0.860638
1.48E+07	0.866458
1.49E+07	0.875924
1.49E+07	0.877117
1.49E+07	0.882588
1.49E+07	0.885551
1.50E+07	0.88263
1.50E+07	0.886778
1.50E+07	0.881625
1.51E+07	0.901232
1.51E+07	0.906224
1.53E+07	0.923602
1.54E+07	0.937195
1.54E+07	0.950674
1.60E+07	0.99235
1.60E+07	0.997883
1.60E+07	0.995323
1.60E+07	1.00053
1.61E+07	0.983976
1.63E+07	0.951176
